Country,Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Belize,BLZ,2.80725049840856E+07,2.99650353920036E+07,3.18575629999186E+07,3.37500906078336E+07,3.61946108013962E+07,4.00699315396865E+07,4.44055960343820E+07,4.73793087867437E+07,4.49101807948118E+07,4.73053904372017E+07,5.32335343021169E+07,5.92073175896141E+07,6.60624990155920E+07,7.83435585113933E+07,1.03216371966438E+08,1.18066302075032E+08,9.69058287675640E+07,1.17650000000000E+08,1.36300000000000E+08,1.51800000000000E+08,1.94750000000000E+08,1.92900000000000E+08,1.79250000000000E+08,1.89000000000000E+08,2.10900000000000E+08,2.09150000000000E+08,2.27850000000000E+08,2.76550016000000E+08,3.14900000000000E+08,3.63150016000000E+08,4.13049984000000E+08,4.44720726464850E+08,5.18143678485900E+08,5.59759653310050E+08,5.80760211263150E+08,6.20031771857700E+08,6.41271333363100E+08,6.54198121105750E+08,6.88872472724800E+08,7.32607993768950E+08,8.31750000000000E+08,8.71840755396750E+08,9.32676403181050E+08,9.90350000000000E+08,1.05785000000000E+09,1.11420270000000E+09,1.21744215000000E+09,1.29054255000000E+09,1.36862515000000E+09,1.33695725000000E+09,1.39711345000000E+09,1.48700560000000E+09,1.57386730000000E+09,1.62429425000000E+09,0
Benin,BEN,2.26195578067006E+08,2.35668220872225E+08,2.36434954341059E+08,2.53927697573028E+08,2.69819005791100E+08,2.89908680180677E+08,3.02925235697430E+08,3.06221953364724E+08,3.26323105585130E+08,3.30748244092696E+08,3.33627713462036E+08,3.35073027924080E+08,4.10331856237969E+08,5.04376074065261E+08,5.54654861537140E+08,6.76870139263848E+08,6.98408261141673E+08,7.50049780163916E+08,9.28843468468714E+08,1.18623101835731E+09,1.40525184378221E+09,1.29112019056764E+09,1.26777867152033E+09,1.09534819936832E+09,1.05113400929975E+09,1.04571278982010E+09,1.33610202699646E+09,1.56241222581340E+09,1.62024608477733E+09,1.50229441387362E+09,1.95996533047596E+09,1.98643779787672E+09,1.69531518576863E+09,2.27455807874486E+09,1.59807594485876E+09,2.16962713834967E+09,2.36111644813525E+09,2.26830164509367E+09,2.45509268814767E+09,2.48889242946861E+09,2.35912230269574E+09,2.49926939107586E+09,2.80765738639431E+09,3.55722970184629E+09,4.05086996787842E+09,4.35801599282041E+09,4.70508745218200E+09,5.51188090594973E+09,6.63346390671573E+09,6.58447748457378E+09,6.56178231261826E+09,7.28977965841287E+09,7.54318375887361E+09,8.30722208728038E+09,0
Bermuda,BMU,8.44666540801544E+07,8.92499867007156E+07,9.41499859705588E+07,9.63666523069165E+07,1.07566650637987E+08,1.14339048962736E+08,1.34173373782802E+08,1.55102984621576E+08,1.50000000000000E+08,1.64900000000000E+08,1.86300000000000E+08,2.11100000000000E+08,2.35400000000000E+08,2.69500000000000E+08,3.12600000000000E+08,3.45000000000000E+08,3.86300000000000E+08,4.47000000000000E+08,4.75800000000000E+08,5.17200000000000E+08,6.13299968000000E+08,7.39100032000000E+08,7.85500032000000E+08,8.89400000000000E+08,9.85699968000000E+08,1.03950003200000E+09,1.17350003200000E+09,1.29649996800000E+09,1.41510003200000E+09,1.50150003200000E+09,1.59240000000000E+09,1.63489996800000E+09,1.67990003200000E+09,1.82035993600000E+09,1.86716006400000E+09,2.03074995200000E+09,2.69539000000000E+09,2.93282700000000E+09,3.13074800000000E+09,3.32443300000000E+09,3.48021900000000E+09,3.68048300000000E+09,3.93722800000000E+09,4.18652500000000E+09,4.48470300000000E+09,4.86813600000000E+09,5.41429900000000E+09,5.89504800000000E+09,6.10992800000000E+09,5.80637800000000E+09,5.74441400000000E+09,5.55077100000000E+09,5.47353600000000E+09,0,0
Bhutan,BTN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35653295165394E+08,1.46391639722864E+08,1.48934334038055E+08,1.65585940594059E+08,1.69264991197183E+08,1.72217502021019E+08,2.01375725614592E+08,2.53182453703704E+08,2.83855833333333E+08,2.75949889094270E+08,2.99787275842376E+08,2.50045839929639E+08,2.50794359567901E+08,2.35239570350935E+08,2.70801565189672E+08,3.03053462843047E+08,3.16420860852385E+08,3.65964500137703E+08,3.76955087251575E+08,4.19035810496981E+08,4.39158233199822E+08,4.76360697181606E+08,5.37050133717342E+08,6.22026107771576E+08,7.02682018976169E+08,8.18869145124717E+08,8.97672085632311E+08,1.19609180502316E+09,1.25819351873133E+09,1.26475819796593E+09,1.58539625612316E+09,1.82020762580217E+09,1.82369210961652E+09,1.78126141254450E+09,0
Bolivia,BOL,5.63110051920733E+08,6.12518906826491E+08,6.69722541277818E+08,7.21142957311474E+08,8.12543072505384E+08,9.08874537037037E+08,9.94044553872054E+08,1.08405981481481E+09,9.08874537037037E+08,9.64615698653199E+08,1.01717171717172E+09,1.09545454545455E+09,1.25761564497932E+09,1.26301849075462E+09,2.10024987506247E+09,2.40469765117441E+09,2.73208395802099E+09,3.22743628185907E+09,3.75822088955522E+09,4.42134360618135E+09,4.53748784257749E+09,5.89160667618271E+09,5.59411840016731E+09,5.42265626171049E+09,6.16948154937482E+09,5.37727740671638E+09,3.95937948760640E+09,4.34795629851327E+09,4.59761556266594E+09,4.71597886821613E+09,4.86758262020708E+09,5.34325938876337E+09,5.64386440782255E+09,5.73470345222129E+09,5.98121899699601E+09,6.71516455084431E+09,7.39695208104662E+09,7.92573378553783E+09,8.49749933304659E+09,8.28506161815839E+09,8.39785818479382E+09,8.14151329212402E+09,7.90548521617852E+09,8.08239652599433E+09,8.77345173891129E+09,9.54919625588892E+09,1.14518453412441E+10,1.31201831567149E+10,1.66743246342373E+10,1.73399921652422E+10,1.96496313081648E+10,2.39485411561194E+10,2.70351101302460E+10,3.06011577424023E+10,0
Bosnia and Herzegovina,BIH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25580246543943E+09,1.86657297311395E+09,2.78604539191109E+09,3.67181653775935E+09,4.11669957617583E+09,4.68572973856209E+09,5.50598445595855E+09,5.74899055479945E+09,6.65122617901829E+09,8.37002019619158E+09,1.00228406349206E+10,1.09037794875056E+10,1.25501751010198E+10,1.54410622813156E+10,1.87118903535051E+10,1.72648931032034E+10,1.68474930588474E+10,1.83184391214727E+10,1.69060057811063E+10,1.78513264544159E+10,0
Botswana,BWA,3.04114495204893E+07,3.29026544010581E+07,3.56449852182477E+07,3.80917770677901E+07,4.16164185070928E+07,4.57886706930146E+07,5.14656244090769E+07,5.86423852376744E+07,6.62484269941409E+07,7.73615329935123E+07,9.62432981393835E+07,1.26954476930714E+08,1.65253183617311E+08,2.44124115653176E+08,3.06044205922122E+08,3.55168715375176E+08,3.72025093434102E+08,4.51624959610050E+08,5.90407375160033E+08,8.19870595111537E+08,1.06088970511871E+09,1.07381240380662E+09,1.01494586082549E+09,1.17223057557996E+09,1.24082184927576E+09,1.11478353817406E+09,1.39260204014794E+09,1.96522708513155E+09,2.64455488184186E+09,3.08382236710683E+09,3.79063666402546E+09,3.94287735359054E+09,4.14646458661674E+09,4.16012917715560E+09,4.25925881089328E+09,4.73059969073974E+09,4.84775770386629E+09,5.02026516828901E+09,4.79048150917679E+09,5.48426305039562E+09,5.78831164524919E+09,5.48964690256223E+09,5.43885651510063E+09,7.51153876470587E+09,8.95749178492086E+09,9.93122348925890E+09,1.01269904960181E+10,1.09390281507716E+10,1.11130422395470E+10,1.01068372926600E+10,1.37467127112118E+10,1.53652129527072E+10,1.45374862741538E+10,1.47847073452381E+10,0
Brazil,BRA,1.51655699125199E+10,1.52368548594690E+10,1.99262938390163E+10,2.30214772922093E+10,2.12118922599904E+10,2.17900351023820E+10,2.70627165105085E+10,3.05918340453823E+10,3.38758819060553E+10,3.74588982652258E+10,4.23276001159852E+10,4.92044567116570E+10,5.85390087957658E+10,7.92790577361044E+10,1.05136007544771E+11,1.23709376566885E+11,1.52678020453114E+11,1.76171284305289E+11,2.00800891871957E+11,2.24969488839356E+11,2.35024598984118E+11,2.63561088975615E+11,2.81682304160256E+11,2.03304515490695E+11,2.09023912696764E+11,2.22942790435318E+11,2.68137224729724E+11,2.94084112392657E+11,3.30397381998489E+11,4.25595310000000E+11,4.61951782000000E+11,4.07337832905405E+11,3.90566551483761E+11,4.38299504406263E+11,5.46233380259659E+11,7.68951297894977E+11,8.39682618644911E+11,8.71200342859687E+11,8.43827363149355E+11,5.86862640399442E+11,6.44701831101394E+11,5.53582178386192E+11,5.04221228974035E+11,5.52469288267793E+11,6.63760341880342E+11,8.82185702547247E+11,1.08891681985294E+12,1.36682399465872E+12,1.65350856145708E+12,1.62018805641693E+12,2.14306787175989E+12,2.47669476327116E+12,2.24878091239568E+12,2.24567303235376E+12,0
Brunei Darussalam,BRN,0,0,0,0,0,1.14040245655299E+08,1.32758395400497E+08,1.39030445576898E+08,1.60819286554292E+08,1.61211289690318E+08,1.79080099307461E+08,1.97523179241883E+08,2.70818555823521E+08,4.33092003579273E+08,1.07357708564159E+09,1.16830430565513E+09,1.42306135664562E+09,1.73272116094122E+09,1.94160070360598E+09,2.80378000551826E+09,4.92882495796749E+09,4.36621384957637E+09,4.26425233644860E+09,3.84472314245149E+09,3.78252308846280E+09,3.52361256306532E+09,2.35859281712134E+09,2.75446343779677E+09,2.69071755118267E+09,2.98546798954007E+09,3.52055172413793E+09,3.70166705255846E+09,4.18354818907305E+09,4.10570615175145E+09,4.08733795993191E+09,4.73402003668689E+09,5.11560283687943E+09,5.19733297413793E+09,4.05114722753346E+09,4.60000000000000E+09,6.00115331786543E+09,5.60109058436122E+09,5.84332910197699E+09,6.55733306738606E+09,7.87233319725476E+09,9.53140282984859E+09,1.14707030020769E+10,1.22476942472298E+10,1.43930990685859E+10,1.07323662862643E+10,1.23697088589029E+10,1.66913603991059E+10,1.69539526254030E+10,1.61111357889616E+10,0
Bulgaria,BGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00396279602947E+10,2.00562369918554E+10,1.98040951119229E+10,1.69593855091278E+10,1.74111599232394E+10,1.75621233501716E+10,2.02612124665553E+10,2.84290279758141E+10,2.30024587448485E+10,2.17468125600739E+10,2.07263013698630E+10,1.09435487237608E+10,1.03719004994574E+10,1.08319995168061E+10,9.70487767348824E+09,1.30690949692947E+10,1.01102566264722E+10,1.11958302365819E+10,1.46313072326115E+10,1.36598238352119E+10,1.33535305171247E+10,1.43038107945430E+10,1.63433115069812E+10,2.11013643446644E+10,2.59197549361945E+10,2.93005882726637E+10,3.36496382992368E+10,4.36346483800994E+10,5.33164019145913E+10,5.01614054169332E+10,4.86690605117098E+10,5.57650572342695E+10,5.25881151041324E+10,5.44798730998914E+10,0
Burkina Faso,BFA,3.30442817168859E+08,3.50247237116840E+08,3.79567178256898E+08,3.94040749125670E+08,4.10321785631059E+08,4.22916848424208E+08,4.33889831584706E+08,4.50753993176448E+08,4.60442864205949E+08,4.78298781545658E+08,4.58404330125096E+08,4.82411278982439E+08,5.78595583975723E+08,6.74773821151416E+08,7.51133642647461E+08,9.39972703463021E+08,9.76547572215824E+08,1.13122527877773E+09,1.47558403728156E+09,1.74848098218517E+09,1.92872039028869E+09,1.77584267994056E+09,1.75445037920770E+09,1.60027875643589E+09,1.45988035264830E+09,1.55249341398989E+09,2.03630338120142E+09,2.36983543862393E+09,2.61604064587263E+09,2.61558854568629E+09,3.10130178095067E+09,3.13504568410060E+09,2.24026471154816E+09,2.33201801055341E+09,1.89529096480829E+09,2.37951809922660E+09,2.58655074709844E+09,2.44766940389018E+09,2.80490272373145E+09,3.01466572876264E+09,2.63270036273684E+09,2.81284551357125E+09,3.20559228979773E+09,4.20569122211396E+09,4.83855109970985E+09,5.46270949845119E+09,5.84466984553733E+09,6.75582509696584E+09,8.35071142541444E+09,8.34815799360507E+09,8.99267884436386E+09,1.07555617502607E+10,1.16118881580097E+10,1.28849222310557E+10,0
Burundi,BDI,1.95999989760000E+08,2.02999992320000E+08,2.13500006400000E+08,2.32749998080000E+08,2.60750008320000E+08,1.58994962962963E+08,1.65444571428571E+08,1.78297142857143E+08,1.83200000000000E+08,1.90205714285714E+08,2.42732571428571E+08,2.52842285714286E+08,2.46804571428571E+08,3.04339839552146E+08,3.45263492063492E+08,4.20986666666667E+08,4.48412753623188E+08,5.47535555555556E+08,6.10225555555556E+08,7.82496666666667E+08,9.19726666666667E+08,9.69046666666667E+08,1.01322222222222E+09,1.08292630446477E+09,9.87143931166987E+08,1.14997928577347E+09,1.20172549706578E+09,1.13146649401101E+09,1.08240321948787E+09,1.11392413041149E+09,1.13210125251817E+09,1.16739847834590E+09,1.08303767062404E+09,9.38632612059308E+08,9.25030590280334E+08,1.00042839394934E+09,8.69033856317093E+08,9.72896267915425E+08,8.93770806077641E+08,8.08077223365746E+08,8.70486065858218E+08,8.76794723022670E+08,8.25394484361648E+08,7.84654423603171E+08,9.15257323428255E+08,1.11725438710035E+09,1.27318065519805E+09,1.35607830012373E+09,1.61163428634081E+09,1.73978153588738E+09,2.02686441446871E+09,2.35565206358605E+09,2.47238486414914E+09,2.71450703097570E+09,0
Cabo Verde,CPV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42246875536716E+08,1.39468114599741E+08,1.40630758594899E+08,1.38476239366792E+08,1.32019065033419E+08,1.37728155212661E+08,1.90651207999511E+08,2.35253171841062E+08,2.64308140285149E+08,2.67448513108168E+08,3.06891107262039E+08,3.19827058592875E+08,3.57160985327413E+08,4.90417389682569E+08,4.06580652330537E+08,4.87148993533109E+08,5.01979075352537E+08,4.90608657924976E+08,5.21910560524868E+08,5.92416703058878E+08,5.39227052849166E+08,5.63024256736127E+08,6.20974807125451E+08,8.13963933830773E+08,9.24318505851547E+08,9.71976952231872E+08,1.10789081524702E+09,1.51393403724782E+09,1.78933278819168E+09,1.71181659314273E+09,1.66431063250516E+09,1.86482399099380E+09,1.75730441879445E+09,1.87940255360154E+09,0
Cambodia,KHM,6.37142865714286E+08,6.42857134285714E+08,6.60000008571429E+08,7.28571437142857E+08,7.82857128571429E+08,8.68571428571429E+08,9.14285714285714E+08,9.62857134285714E+08,1.06571424857143E+09,9.78873267456386E+08,7.18401145881961E+08,9.69911437917436E+08,5.05549460316938E+08,7.02899173500026E+08,5.88443893689773E+08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53372759204165E+09,2.79143521871663E+09,3.44120562435628E+09,3.50669572270464E+09,3.44341333162426E+09,3.12042550258253E+09,3.51724247722850E+09,3.65403171626881E+09,3.97981338784404E+09,4.28402813834567E+09,4.65824690665996E+09,5.33783325595697E+09,6.29304616212584E+09,7.27442451855823E+09,8.63916491704058E+09,1.03518290656110E+10,1.04019355318291E+10,1.12422663339323E+10,1.28295411410127E+10,1.40544432134639E+10,1.52386896864362E+10,0
Cameroon,CMR,6.18740961944997E+08,6.57597316816256E+08,6.99373631084707E+08,7.23624330858598E+08,7.82384403970361E+08,8.14140009386173E+08,8.53268764381481E+08,9.34078958314689E+08,1.05307699200054E+09,1.15241838223076E+09,1.16000232888071E+09,1.23399107053200E+09,1.43095143246712E+09,1.75872764678718E+09,2.25549651715439E+09,2.75277060849462E+09,3.07659263382981E+09,3.36636880127380E+09,4.40992057099328E+09,5.81144366330692E+09,6.74075749321907E+09,7.63634605638029E+09,7.32291359992741E+09,7.38185386474870E+09,7.80185840099440E+09,8.14822355207028E+09,1.06211579234974E+10,1.23024733288425E+10,1.24932868370158E+10,1.11400570458904E+10,1.11515787027205E+10,1.24343684160445E+10,1.13963114784471E+10,1.35321347525833E+10,9.22047147099796E+09,8.73323055617332E+09,9.73232876063403E+09,9.84055356622716E+09,9.62964971521001E+09,1.04864519066665E+10,9.28736756879443E+09,9.63310925673606E+09,1.08797783278194E+10,1.36217385122581E+10,1.57753567367645E+10,1.65878575094422E+10,1.79530663911137E+10,2.04317811201785E+10,2.33222564280125E+10,2.33811426044364E+10,2.36224829548040E+10,2.65873107335738E+10,2.64720541761664E+10,2.95675046554935E+10,0
Canada,CAN,4.10934535449096E+10,4.07679694536960E+10,4.19788520414426E+10,4.46571691092240E+10,4.88829388102204E+10,5.39095703421690E+10,6.03586320351532E+10,6.47688312621761E+10,7.07590318417237E+10,7.78875102417083E+10,8.77622595463681E+10,9.91208041196276E+10,1.12910634407516E+11,1.31121900809919E+11,1.60164449897751E+11,1.73569339952812E+11,2.06261020283976E+11,2.11289943864598E+11,2.18299964232489E+11,2.42701986341130E+11,2.73436840403695E+11,3.05748602885979E+11,3.13453027478317E+11,3.40318889970789E+11,3.53887730677168E+11,3.62960087879897E+11,3.75653832313782E+11,4.29021116138763E+11,5.06017713496384E+11,5.63639358108108E+11,5.92014912581419E+11,6.08258706467662E+11,5.90148092992471E+11,5.74833733819084E+11,5.75998828353837E+11,6.02021276595745E+11,6.26950495049505E+11,6.51001011122346E+11,6.31432423323222E+11,6.74325233896480E+11,7.39455928893677E+11,7.32716942148760E+11,7.52531702032754E+11,8.87751766469203E+11,1.01838557439547E+12,1.16417947398970E+12,1.31079518907817E+12,1.45787283762594E+12,1.54256072874494E+12,1.37083915404703E+12,1.61407209376407E+12,1.77863204693259E+12,1.82144544956220E+12,1.82676856283201E+12,0
Caribbean small states,CSS,1.85922915868909E+09,2.01080734193868E+09,2.12034571898259E+09,2.25822876523167E+09,2.42988681713579E+09,2.61440028934227E+09,2.83471624415349E+09,3.04739631169592E+09,3.03123642979682E+09,3.30391147189171E+09,3.64698356189640E+09,3.97186681106499E+09,4.59532071847782E+09,5.05045808935649E+09,6.53503887968868E+09,7.65057990613764E+09,7.87481999170062E+09,9.11530569707578E+09,9.32951502957814E+09,1.07155296895535E+10,1.31983463013356E+10,1.44161213911320E+10,1.60215936467413E+10,1.64068323090263E+10,1.55725288344077E+10,1.53397146511381E+10,1.39103606065846E+10,1.49313660315397E+10,1.58057579381217E+10,1.61512567307785E+10,1.75810923529893E+10,1.74579619181708E+10,1.71779325592697E+10,1.78812372895734E+10,1.89826501150461E+10,2.08218368705221E+10,2.26806364299635E+10,2.53567879980229E+10,2.78472482934000E+10,2.96133009074007E+10,3.22835509051253E+10,3.31565689528547E+10,3.49526354801792E+10,3.74223568303295E+10,4.07705359768498E+10,4.65871448141829E+10,5.24909481764208E+10,5.84386895700527E+10,6.66987008725015E+10,5.61452949685054E+10,5.93750344449625E+10,6.40080521138963E+10,6.53603474138184E+10,6.70331181851864E+10,0
Cayman Islands,CYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01244404102053E+09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,CAF,1.12155598424137E+08,1.23134583702686E+08,1.24482774155572E+08,1.29379123792932E+08,1.42025078771562E+08,1.50574795282240E+08,1.57930018375448E+08,1.63820513701425E+08,1.91767441663587E+08,1.88039209876317E+08,1.89106529232059E+08,2.01450800155415E+08,2.30317882787365E+08,2.71183082197963E+08,2.81398705922214E+08,3.78660015774664E+08,4.51152460825277E+08,5.07298148292476E+08,6.10578631218134E+08,7.00764746929727E+08,7.97048197065069E+08,6.94803623872112E+08,7.48312391344694E+08,6.58679332649258E+08,6.37820670572429E+08,8.64849836841362E+08,1.12226501486379E+09,1.20099197620365E+09,1.26489928827967E+09,1.23393027903002E+09,1.44071145941100E+09,1.37737498752052E+09,1.41191755445482E+09,1.27878125930117E+09,8.51174357309582E+08,1.11538967391250E+09,1.00779112656226E+09,9.37741512447574E+08,9.67338390360019E+08,9.99477458730474E+08,9.14500331983723E+08,9.31833293753450E+08,9.91387865044932E+08,1.13975477191102E+09,1.27008022823241E+09,1.35030094746755E+09,1.47372152069935E+09,1.69812567965188E+09,1.98537025496172E+09,1.98172817949882E+09,1.98601475919785E+09,2.19559949116978E+09,2.16970641147799E+09,1.53817574407775E+09,0
Central Europe and the Baltics,CEB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64565361607414E+11,2.50655375439626E+11,2.62984554053889E+11,2.74765529437172E+11,3.09960006640776E+11,3.80559534817781E+11,4.07476284177163E+11,4.06274819942124E+11,4.45862330980544E+11,4.31622998586173E+11,4.27129902047764E+11,4.68271204324880E+11,5.26447616721946E+11,6.32905170790819E+11,7.59226352467100E+11,8.81333483848335E+11,9.96747379796894E+11,1.25513034281775E+12,1.51080166471079E+12,1.27015404203338E+12,1.30357813923181E+12,1.43486785322298E+12,1.34063152358904E+12,1.41753615960065E+12,0
Chad,TCD,3.13582729426485E+08,3.33975338834160E+08,3.57635641896235E+08,3.71766927846462E+08,3.92247492115161E+08,4.16926361161654E+08,4.32794986860872E+08,4.49826392098566E+08,4.53980085206009E+08,4.71635574390888E+08,4.69266799467879E+08,5.01866651776878E+08,5.85427609515783E+08,6.47199433619933E+08,6.52532708335151E+08,8.64602104679653E+08,8.66044940270056E+08,9.35360415207280E+08,1.11391992631258E+09,1.00431670408647E+09,1.03300218383602E+09,8.76937406594377E+08,8.34369740324516E+08,8.32415884649903E+08,9.19103663360695E+08,1.03306962425127E+09,1.06782825819601E+09,1.16342670510014E+09,1.48259739256440E+09,1.43368630753495E+09,1.73860548113454E+09,1.87713804164308E+09,1.88184767680752E+09,1.46325105540068E+09,1.17983795472193E+09,1.44591996989272E+09,1.60734545004578E+09,1.54468950282472E+09,1.74479445727600E+09,1.53467358324870E+09,1.38505816176746E+09,1.70934779332873E+09,1.98762227911462E+09,2.73666651582940E+09,4.41492921999649E+09,6.64666356126560E+09,7.42210265598832E+09,8.63871324525572E+09,1.03519349161198E+10,9.25348606820784E+09,1.06577055364978E+10,1.21563804250825E+10,1.28870729878982E+10,1.35135524249049E+10,0
Channel Islands,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94567737661477E+09,6.26274065685164E+09,6.43970343471024E+09,6.23290629048510E+09,6.66366906474820E+09,7.33224489795918E+09,8.55364335408275E+09,8.82727272727273E+09,9.67617295308188E+09,1.15146058423369E+10,0,0,0,0,0,0,0
Chile,CHL,4.21176252185480E+09,4.70537749981869E+09,5.50276324333889E+09,5.48274943420374E+09,5.79430152688849E+09,6.05379046824208E+09,7.01358034615593E+09,6.91356099704789E+09,7.07482018561307E+09,8.17977122572187E+09,8.98111166354259E+09,1.06945695220727E+10,1.15325178641275E+10,1.63874544165288E+10,1.55355497058948E+10,7.22647686517312E+09,9.85754784858237E+09,1.33591454544104E+10,1.53994313096652E+10,2.07297722106846E+10,2.75723076004103E+10,3.26448729796923E+10,2.43394216051856E+10,1.97704020770148E+10,1.92327370554021E+10,1.64860122473704E+10,1.77225366713316E+10,2.09020965316075E+10,2.46409126158116E+10,2.83850383967035E+10,3.15589275172188E+10,3.64241681461543E+10,4.44679463842462E+10,4.76939926268649E+10,5.51542267599600E+10,7.13492023086423E+10,7.57690081742547E+10,8.28089861916005E+10,7.93735970801017E+10,7.29952867644168E+10,7.93286402637897E+10,7.23369723223931E+10,7.09845684285785E+10,7.78401863848224E+10,1.00630707851859E+11,1.24404150138162E+11,1.54671012210645E+11,1.73006275030338E+11,1.79857806671501E+11,1.72323378550078E+11,2.17501911333709E+11,2.51162316597843E+11,2.66259263033373E+11,2.77198774856807E+11,0
China,CHN,5.91841164889977E+10,4.95570501829631E+10,4.66851785043274E+10,5.00973032710232E+10,5.90622548901871E+10,6.97091531153147E+10,7.58794347761831E+10,7.20570285596741E+10,6.99934978923132E+10,7.87188204779257E+10,9.15062113063745E+10,9.85620238441813E+10,1.12159813640376E+11,1.36769878359668E+11,1.42254742077706E+11,1.61162492226686E+11,1.51627687364405E+11,1.72349014326931E+11,1.48179569816016E+11,1.76633881531548E+11,1.89400991348881E+11,1.94109567421566E+11,2.03181343416893E+11,2.28454092247428E+11,2.57430422884014E+11,3.06667904949769E+11,2.97831277506753E+11,2.70372534122446E+11,3.09523098698397E+11,3.43974067007621E+11,3.56937329023319E+11,3.79468645984927E+11,4.22660548425379E+11,4.40501207081725E+11,5.59224201926097E+11,7.28007549739406E+11,8.56084628929780E+11,9.52653115236503E+11,1.01946196454594E+12,1.08327859173961E+12,1.19847493791930E+12,1.32480690901830E+12,1.45382755802440E+12,1.64095873458731E+12,1.93164432993427E+12,2.25690259082533E+12,2.71295088544410E+12,3.49405594216234E+12,4.52182727102562E+12,4.99023351875165E+12,5.93050227031298E+12,7.32189195460806E+12,8.22949003009996E+12,9.24027045204699E+12,0
Colombia,COL,4.04094830474373E+09,4.55291412961186E+09,4.96859803068741E+09,4.83884145555556E+09,5.99216946666667E+09,5.79024761904762E+09,5.45276296296296E+09,5.72720818014705E+09,5.91846751918157E+09,6.40544020013469E+09,7.19837346947995E+09,7.82036789297660E+09,8.67137195121950E+09,1.03157745881355E+10,1.23700454051288E+10,1.30986339018673E+10,1.53414036604698E+10,1.94709782682589E+10,2.32635119580509E+10,2.79403893611188E+10,3.34007120950400E+10,3.63883891293376E+10,3.89680194530773E+10,3.87298227815997E+10,3.82531207379671E+10,3.48944195252204E+10,3.49424836881685E+10,3.63733120826578E+10,3.92125456814333E+10,3.95400836455519E+10,4.02742045952296E+10,4.12395513782482E+10,4.92795853550948E+10,5.58025401009795E+10,8.17034966039934E+10,9.25072777981985E+10,9.71601115733370E+10,1.06659507963528E+11,9.84437431908491E+10,8.61861565843817E+10,9.98865775755444E+10,9.82035449652678E+10,9.79333923564253E+10,9.46845825733167E+10,1.17074865515279E+11,1.46520136085390E+11,1.62773603929706E+11,2.07520150283040E+11,2.44056732297388E+11,2.33821670544258E+11,2.87018184637529E+11,3.35415156702186E+11,3.70328075210144E+11,3.78415326790081E+11,0
Comoros,COM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23505661348515E+08,1.14271876277722E+08,1.07089562695541E+08,1.11519674004581E+08,1.07489831795505E+08,1.14490708868824E+08,1.62487778450173E+08,1.96433673798862E+08,2.07476558379624E+08,1.98733188223655E+08,2.50030778388460E+08,2.46823412937961E+08,2.66191082845245E+08,2.63568133064641E+08,1.85761813213562E+08,2.31896233742985E+08,2.30495756548375E+08,2.12099640768249E+08,2.15394048572942E+08,2.22580461640908E+08,2.01899883626713E+08,2.20093828348150E+08,2.46737670812348E+08,3.17562300765468E+08,3.68143110959410E+08,3.80372884760887E+08,4.06111892704545E+08,4.62453621984987E+08,5.17477659539394E+08,5.14788085204949E+08,5.16962949496508E+08,5.66024675855027E+08,5.50476499209079E+08,5.98925862953067E+08,0
